account_id,industry,country,referral_source,plan_tier,seats,is_trial,target_churn,plan_tier_sub,seats_sub,mrr_amount,arr_amount,is_trial_sub,upgrade_flag,downgrade_flag,churn_flag_sub,billing_frequency,auto_renew_flag,usage_count_avg,usage_duration_secs,error_count,usage_trend,ticket_count,resolution_time_hours,satisfaction_score,escalation_flag
A-3932db,HealthTech,CA,other,Pro,19,True,True,Enterprise,19,0,0,True,False,False,False,monthly,True,11.0,13980.0,0.0,0.0,6.0,41.0,4.157304964539008,0.0
A-4f18f0,DevTools,CA,other,Pro,24,True,False,Basic,24,456,5472,False,False,False,False,monthly,True,10.0,11901.0,0.0,0.0,5.0,39.2,3.9962553191489363,0.0
A-4c6f11,FinTech,CA,organic,Pro,24,True,True,Basic,24,456,5472,False,False,False,False,monthly,True,11.0,22277.0,4.0,0.0,3.0,44.666666666666664,4.333333333333333,0.0
A-8ae05d,FinTech,IN,other,Enterprise,86,False,False,Enterprise,86,0,0,True,False,False,False,monthly,True,9.25,13610.0,4.0,0.0,1.0,47.0,4.0,0.0
A-b78bf8,DevTools,US,event,Pro,33,False,False,Pro,33,1617,19404,False,False,False,False,monthly,True,8.333333333333334,3947.0,1.0,0.0,5.0,24.2,4.2,0.0
A-eafc6e,DevTools,US,partner,Pro,27,False,True,Basic,30,0,0,True,False,False,False,monthly,True,8.5,20087.0,4.0,0.0,1.0,64.0,3.981276595744681,0.0
A-37f969,HealthTech,IN,partner,Enterprise,30,False,False,Enterprise,30,5970,71640,False,True,False,False,annual,True,8.428571428571429,22789.0,3.0,1.1666666666666667,5.0,22.2,3.7925106382978724,1.0
A-10b8f2,HealthTech,DE,organic,Basic,47,True,False,Pro,48,2352,28224,False,False,False,False,annual,True,10.2,16804.0,1.0,0.625,3.0,46.333333333333336,4.333333333333333,0.0
A-439b2f,DevTools,US,ads,Enterprise,1,False,True,Pro,26,1274,15288,False,True,False,False,monthly,True,5.5,3380.0,0.0,0.6153846153846154,3.0,18.333333333333332,3.981276595744681,0.0
A-544d0a,DevTools,US,organic,Basic,2,True,False,Enterprise,2,398,4776,False,True,False,False,annual,False,11.0,19442.0,6.0,0.9166666666666666,2.0,38.5,4.0,1.0
A-ba6516,FinTech,US,ads,Pro,27,False,False,Enterprise,27,5373,64476,False,False,False,False,annual,True,11.166666666666666,19835.0,0.0,0.0,6.0,31.5,3.993758865248227,0.0
A-712426,HealthTech,US,other,Enterprise,9,False,False,Enterprise,63,0,0,True,False,False,False,annual,True,7.333333333333333,6145.0,0.0,0.0,6.0,37.333333333333336,4.330212765957447,0.0
A-038089,DevTools,FR,other,Pro,5,False,True,Basic,5,95,1140,False,False,False,False,annual,True,13.0,11577.0,4.0,0.0,6.0,30.166666666666668,3.823971631205674,0.0
A-afa505,DevTools,US,partner,Basic,70,True,False,Enterprise,70,13930,167160,False,True,False,False,monthly,False,9.166666666666666,15422.0,4.0,1.278688524590164,4.0,37.25,3.4906382978723407,1.0
A-d5a319,FinTech,US,other,Enterprise,15,False,True,Enterprise,15,2985,35820,False,False,False,False,annual,True,9.25,13009.0,2.0,0.975609756097561,1.0,17.0,4.0,1.0
A-f97b9a,FinTech,US,event,Pro,16,False,False,Pro,16,784,9408,False,False,False,False,annual,True,10.142857142857142,19765.0,3.0,0.0,7.0,31.714285714285715,3.8464437689969606,0.0
A-2f6a32,HealthTech,US,organic,Basic,19,False,False,Basic,19,361,4332,False,False,False,False,annual,True,11.857142857142858,21604.0,8.0,0.7777777777777778,2.0,41.0,3.5,0.0
A-856b1e,FinTech,US,partner,Basic,19,False,False,Basic,19,0,0,True,False,False,False,monthly,True,10.142857142857142,26738.0,6.0,0.0,5.0,36.0,3.9812765957446805,1.0
A-17939a,HealthTech,US,organic,Basic,1,False,False,Basic,14,266,3192,False,False,False,False,annual,True,7.666666666666667,7275.0,5.0,0.0,7.0,38.0,4.277689969604864,0.0
A-d27f50,Cybersecurity,UK,ads,Enterprise,44,False,False,Basic,44,836,10032,False,False,False,True,annual,False,7.666666666666667,9887.0,1.0,0.0,4.0,37.5,3.75,0.0
A-e36807,EdTech,AU,other,Pro,6,False,False,Enterprise,9,1791,21492,False,False,False,False,monthly,True,8.875,13018.0,3.0,1.2151898734177216,2.0,41.0,4.5,0.0
A-ff79f2,DevTools,US,ads,Basic,8,False,True,Enterprise,19,3781,45372,False,False,False,True,annual,True,10.666666666666666,24272.0,2.0,0.0,2.0,50.0,3.981276595744681,0.0
A-5b1bcd,DevTools,US,organic,Pro,73,False,False,Pro,73,3577,42924,False,True,False,False,annual,False,11.2,10465.0,4.0,0.0,4.0,43.25,4.240638297872341,0.0
A-71615e,EdTech,US,organic,Basic,15,False,False,Pro,15,735,8820,False,False,False,False,annual,True,9.25,12032.0,2.0,0.0,1.0,49.0,3.981276595744681,0.0
A-794a0b,HealthTech,DE,organic,Basic,23,False,False,Enterprise,31,6169,74028,False,False,False,False,monthly,True,9.166666666666666,13448.0,3.0,0.5901639344262295,0.0,35.861,3.981276595744681,0.0
A-86902e,HealthTech,IN,other,Enterprise,34,False,False,Enterprise,34,6766,81192,False,False,False,False,annual,True,9.0,9484.0,9.0,1.2,9.0,40.888888888888886,3.767375886524823,0.0
A-0532a9,FinTech,IN,event,Pro,19,False,False,Pro,19,931,11172,False,True,False,False,annual,False,10.0,20986.0,3.0,0.9090909090909091,8.0,30.75,3.858617021276596,0.0
A-9779ad,Cybersecurity,AU,event,Pro,40,True,True,Enterprise,40,7960,95520,False,False,False,False,monthly,False,9.75,9366.0,2.0,0.9302325581395349,3.0,20.666666666666668,4.320851063829788,0.0
A-f45426,HealthTech,US,organic,Basic,9,False,False,Pro,9,441,5292,False,False,False,False,monthly,False,8.2,10589.0,3.0,0.7608695652173914,3.0,17.0,3.9875177304964544,0.0
A-c1e51e,FinTech,US,organic,Basic,3,False,False,Basic,41,779,9348,False,False,False,True,annual,True,11.5,25879.0,5.0,0.0,5.0,40.0,3.2,0.0
A-fa3095,FinTech,US,ads,Basic,70,False,False,Basic,70,1330,15960,False,False,False,False,annual,True,10.142857142857142,33715.0,3.0,0.0,5.0,49.2,4.388765957446809,0.0
A-ad64c6,DevTools,UK,event,Pro,12,False,False,Enterprise,28,5572,66864,False,False,False,False,annual,True,8.333333333333334,8049.0,2.0,0.0,4.0,34.0,4.235957446808511,0.0
A-39b19f,FinTech,US,partner,Enterprise,1,False,False,Basic,13,247,2964,False,False,False,False,monthly,True,10.0,5475.0,5.0,0.0,6.0,47.833333333333336,4.1604255319148935,1.0
A-56962b,EdTech,UK,partner,Enterprise,163,False,False,Enterprise,163,32437,389244,False,False,False,False,monthly,True,10.166666666666666,18070.0,5.0,0.0,4.0,37.5,3.7359574468085106,0.0
A-e60f9d,FinTech,US,other,Basic,29,False,False,Basic,38,722,8664,False,False,False,True,annual,True,11.4,17188.0,2.0,0.0,2.0,70.5,3.981276595744681,0.0
A-88c6ca,FinTech,DE,ads,Basic,5,False,True,Pro,23,1127,13524,False,False,False,False,annual,True,9.75,28218.0,4.0,1.2093023255813953,1.0,56.0,3.981276595744681,0.0
A-158f4e,FinTech,IN,other,Enterprise,61,False,False,Enterprise,61,12139,145668,False,False,False,False,monthly,True,10.5,11923.0,3.0,0.0,5.0,27.6,4.192510638297873,0.0
A-5b051a,Cybersecurity,US,event,Enterprise,22,False,False,Pro,22,1078,12936,False,False,False,False,monthly,True,11.5,4777.0,7.0,1.28,1.0,2.0,3.0,0.0
A-296d7c,DevTools,DE,other,Enterprise,2,False,False,Pro,6,294,3528,False,False,False,False,annual,True,10.25,18982.0,2.0,0.0,5.0,50.4,3.796255319148936,0.0
A-1619f8,DevTools,US,organic,Pro,29,False,False,Basic,29,551,6612,False,False,False,False,monthly,True,9.4,20620.0,3.0,0.0,3.0,42.0,4.320851063829788,0.0
A-a1b80b,HealthTech,US,organic,Basic,16,False,False,Pro,16,0,0,True,False,False,False,annual,True,9.333333333333334,7942.0,0.0,0.0,4.0,41.0,3.9953191489361704,0.0
A-139c3b,HealthTech,US,organic,Enterprise,10,True,True,Basic,21,0,0,True,False,False,False,annual,True,11.142857142857142,31794.0,2.0,0.0,9.0,28.444444444444443,4.2118203309692674,0.0
A-702032,HealthTech,US,ads,Pro,28,False,False,Pro,28,1372,16464,False,False,False,True,annual,True,12.666666666666666,21217.0,4.0,0.0,4.0,26.0,3.4906382978723407,0.0
A-7a0d69,DevTools,DE,ads,Enterprise,4,True,True,Enterprise,16,3184,38208,False,False,False,False,monthly,True,10.4,14671.0,5.0,0.7894736842105263,2.0,29.0,4.490638297872341,0.0
A-22d9d2,DevTools,FR,event,Pro,8,False,False,Pro,32,1568,18816,False,False,True,True,monthly,True,11.5,17573.0,0.0,0.0,6.0,16.0,3.993758865248227,1.0
A-b9eed8,Cybersecurity,US,organic,Basic,11,False,False,Basic,18,342,4104,False,False,False,False,monthly,True,11.8,22447.0,2.0,0.0,5.0,29.2,3.796255319148936,1.0
A-dfbd31,DevTools,UK,partner,Enterprise,14,False,False,Basic,14,266,3192,False,False,False,False,monthly,True,11.6,7323.0,2.0,0.0,6.0,29.666666666666668,4.1604255319148935,0.0
A-8e47ca,HealthTech,US,organic,Pro,19,False,False,Enterprise,25,4975,59700,False,False,False,True,monthly,True,10.4,20234.0,3.0,0.0,5.0,33.4,3.988765957446809,1.0
A-4437e4,Cybersecurity,US,event,Enterprise,3,False,False,Basic,9,171,2052,False,False,False,False,annual,True,11.25,14841.0,1.0,0.0,6.0,34.666666666666664,3.654184397163121,2.0
A-779e4e,HealthTech,US,organic,Basic,5,False,False,Basic,98,1862,22344,False,False,False,False,annual,True,10.0,16780.0,5.0,0.0,5.0,26.6,3.9962553191489363,0.0
A-53f4e3,Cybersecurity,UK,event,Enterprise,13,False,False,Pro,29,1421,17052,False,False,False,False,monthly,True,8.142857142857142,20440.0,5.0,0.0,5.0,28.6,3.9925106382978726,0.0
A-692f18,EdTech,US,other,Basic,5,True,True,Enterprise,28,5572,66864,False,False,False,True,annual,True,11.0,13942.0,1.0,0.0,2.0,37.5,4.490638297872341,0.0
A-13466a,DevTools,AU,event,Basic,2,False,True,Basic,9,171,2052,False,False,False,False,annual,True,7.6,14906.0,5.0,1.1627906976744187,3.0,32.333333333333336,4.333333333333333,1.0
A-1986ca,HealthTech,IN,ads,Pro,20,False,False,Enterprise,20,3980,47760,False,False,False,False,monthly,False,8.0,3224.0,1.0,0.0,7.0,36.57142857142857,3.5660790273556233,0.0
A-0cc442,EdTech,US,organic,Basic,45,False,False,Enterprise,45,8955,107460,False,False,False,False,annual,True,9.5,12004.0,1.0,0.0,3.0,37.0,3.654184397163121,0.0
A-c608c8,DevTools,DE,ads,Pro,3,False,True,Pro,21,1029,12348,False,False,False,False,annual,True,10.5,17761.0,5.0,0.0,2.0,59.0,3.4906382978723407,0.0
A-3be56b,HealthTech,IN,event,Pro,3,False,True,Basic,20,380,4560,False,False,False,False,annual,False,11.285714285714286,26091.0,9.0,0.0,4.0,40.25,3.5,0.0
A-354f12,FinTech,US,ads,Pro,1,True,False,Basic,7,133,1596,False,False,False,False,monthly,True,9.333333333333334,7623.0,1.0,0.6774193548387096,2.0,56.5,3.981276595744681,0.0
A-68f37c,HealthTech,US,ads,Basic,4,False,False,Enterprise,4,796,9552,False,True,False,False,monthly,True,9.666666666666666,14860.0,4.0,1.03125,5.0,20.2,3.9850212765957442,0.0
A-aa9511,DevTools,US,other,Pro,23,True,False,Enterprise,30,5970,71640,False,False,False,False,monthly,False,7.6,6088.0,1.0,0.0,2.0,56.5,3.9906382978723407,0.0
A-af0cd2,Cybersecurity,IN,other,Enterprise,19,True,False,Basic,57,1083,12996,False,False,False,False,annual,True,10.5,14359.0,2.0,0.0,3.0,54.333333333333336,3.981276595744681,0.0
A-bd4513,DevTools,AU,event,Enterprise,50,True,False,Basic,50,950,11400,False,False,False,False,annual,True,10.0,12614.0,9.0,0.0,3.0,42.0,4.666666666666667,0.0
A-c222ab,Cybersecurity,US,other,Pro,32,False,True,Pro,32,1568,18816,False,False,False,False,monthly,True,10.333333333333334,28208.0,9.0,0.0,4.0,39.0,4.235957446808511,0.0
A-34d880,Cybersecurity,AU,ads,Enterprise,4,False,False,Enterprise,5,995,11940,False,False,False,False,monthly,True,11.0,25150.0,2.0,0.0,5.0,52.2,3.0,0.0
A-508199,FinTech,AU,event,Basic,19,False,False,Enterprise,19,0,0,True,False,False,False,monthly,True,10.142857142857142,31498.0,9.0,0.0,3.0,50.666666666666664,3.654184397163121,0.0
A-f03140,DevTools,IN,event,Pro,27,True,False,Pro,27,0,0,True,False,False,False,annual,True,11.857142857142858,22905.0,1.0,0.0,7.0,36.0,3.84644376899696,0.0
A-410e86,FinTech,US,organic,Basic,24,False,False,Enterprise,24,4776,57312,False,False,False,False,monthly,False,12.333333333333334,10027.0,1.0,0.0,5.0,42.6,3.7887659574468087,0.0
A-fa2041,HealthTech,US,organic,Pro,15,True,False,Pro,39,0,0,True,False,False,False,annual,True,10.0,22166.0,3.0,0.0,1.0,16.0,3.0,0.0
A-de58ca,HealthTech,DE,organic,Enterprise,15,False,False,Enterprise,36,7164,85968,False,False,False,False,annual,True,11.0,17062.0,1.0,0.0,5.0,30.6,3.5925106382978726,0.0
A-05d3b3,DevTools,AU,ads,Basic,9,True,False,Enterprise,19,3781,45372,False,False,False,False,annual,True,10.857142857142858,22747.0,0.0,0.0,6.0,31.5,4.157304964539008,0.0
A-249769,Cybersecurity,US,event,Enterprise,4,False,True,Basic,7,133,1596,False,False,False,False,annual,True,11.5,13289.0,6.0,0.0,2.0,39.5,4.0,0.0
A-e43bf7,Cybersecurity,AU,other,Pro,44,False,False,Enterprise,44,8756,105072,False,False,False,False,annual,True,6.8,10890.0,0.0,0.0,5.0,27.4,3.9925106382978726,1.0
A-eb2fdc,DevTools,AU,organic,Enterprise,31,False,True,Basic,31,589,7068,False,False,False,False,annual,True,10.375,23807.0,0.0,0.0,5.0,33.6,4.396255319148937,0.0
A-e1462e,FinTech,UK,partner,Basic,15,False,False,Basic,15,285,3420,False,False,False,False,annual,False,11.333333333333334,17072.0,2.0,0.0,2.0,39.5,3.5,0.0
A-cab532,DevTools,FR,organic,Pro,11,True,False,Pro,35,1715,20580,False,False,False,False,annual,True,9.75,25824.0,1.0,0.0,1.0,32.0,4.0,0.0
A-9123ac,Cybersecurity,DE,organic,Pro,9,False,False,Enterprise,18,3582,42984,False,False,False,False,annual,True,12.333333333333334,15056.0,2.0,0.0,6.0,38.833333333333336,4.16354609929078,0.0
A-6e08f3,Cybersecurity,US,event,Basic,8,False,False,Basic,13,247,2964,False,False,False,False,annual,True,12.0,19495.0,2.0,0.0,2.0,36.5,3.5,0.0
A-d922bf,HealthTech,US,ads,Basic,5,True,True,Enterprise,9,1791,21492,False,False,False,False,annual,True,10.4,12028.0,0.0,0.0,7.0,39.142857142857146,3.703586626139818,1.0
A-8ed5dd,EdTech,UK,event,Enterprise,5,False,True,Basic,15,285,3420,False,False,True,False,monthly,True,0.0,0.0,0.0,0.0,6.0,29.0,3.8270921985815605,0.0
A-7c6b6b,FinTech,US,other,Basic,6,False,False,Pro,23,1127,13524,False,False,False,False,monthly,True,7.75,12208.0,2.0,0.8,5.0,52.2,4.192510638297873,0.0
A-3c1a3f,DevTools,UK,event,Pro,1,False,False,Basic,7,133,1596,False,False,False,False,annual,False,9.0,8100.0,0.0,0.0,4.0,33.25,3.7406382978723407,0.0
A-b48f73,EdTech,AU,event,Pro,80,True,False,Pro,80,3920,47040,False,False,False,False,annual,False,8.625,14092.0,2.0,0.0,3.0,28.666666666666668,3.993758865248227,0.0
A-76fa4d,HealthTech,US,event,Pro,69,False,False,Pro,69,3381,40572,False,False,False,False,monthly,True,7.714285714285714,18089.0,3.0,1.7213114754098358,5.0,33.4,4.396255319148937,0.0
A-b2af2e,Cybersecurity,UK,event,Enterprise,5,False,False,Basic,54,1026,12312,False,False,True,False,annual,False,11.0,23905.0,2.0,0.0,2.0,39.5,4.0,0.0
A-9bfc9f,DevTools,CA,ads,Pro,53,False,False,Pro,60,2940,35280,False,False,False,False,monthly,True,10.285714285714286,22431.0,2.0,0.5316455696202531,6.0,35.333333333333336,3.657304964539007,1.0
A-4ae22a,EdTech,US,other,Pro,6,False,True,Basic,28,532,6384,False,False,False,False,annual,True,9.5,15196.0,4.0,0.0,3.0,14.333333333333334,3.654184397163121,0.0
A-fda07f,Cybersecurity,FR,partner,Basic,7,False,False,Basic,14,266,3192,False,False,False,False,monthly,True,11.090909090909092,35673.0,6.0,0.0,5.0,17.8,3.9925106382978726,0.0
A-de24d5,DevTools,US,other,Enterprise,5,True,False,Pro,5,245,2940,False,False,False,False,monthly,False,8.333333333333334,6242.0,2.0,0.0,7.0,43.142857142857146,3.7009118541033432,0.0
A-977ca0,HealthTech,IN,partner,Basic,6,False,True,Pro,14,686,8232,False,False,False,True,annual,True,7.166666666666667,9226.0,4.0,0.857142857142857,3.0,64.0,3.9875177304964544,0.0
A-ab438f,Cybersecurity,US,ads,Enterprise,13,False,True,Pro,77,0,0,True,False,False,False,monthly,True,12.333333333333334,11520.0,4.0,0.0,2.0,33.5,3.5,0.0
A-e89151,FinTech,UK,organic,Pro,8,True,True,Enterprise,44,8756,105072,False,False,False,False,annual,True,10.166666666666666,18530.0,5.0,1.0746268656716418,2.0,41.5,4.490638297872341,0.0
A-40906c,EdTech,US,ads,Basic,92,False,False,Pro,92,4508,54096,False,False,False,False,annual,True,10.6,15846.0,5.0,0.0,5.0,29.2,3.796255319148936,0.0
A-81edc3,Cybersecurity,IN,ads,Basic,5,False,False,Enterprise,5,995,11940,False,False,False,False,annual,True,9.909090909090908,35235.0,1.0,1.1916666666666667,3.0,52.666666666666664,3.993758865248227,0.0
A-328bd0,HealthTech,AU,partner,Enterprise,18,False,False,Pro,18,882,10584,False,False,True,False,annual,True,12.25,10824.0,6.0,0.0,5.0,46.0,3.7925106382978724,0.0
A-b3fe05,Cybersecurity,CA,partner,Pro,8,False,False,Basic,19,0,0,True,False,False,False,annual,False,8.0,6247.0,1.0,0.0,4.0,48.25,3.4906382978723407,0.0
A-09540c,Cybersecurity,CA,event,Basic,67,True,False,Pro,67,3283,39396,False,False,False,False,monthly,True,14.5,11637.0,1.0,0.0,2.0,28.0,4.5,0.0
A-e693b6,FinTech,AU,event,Enterprise,55,False,True,Enterprise,55,10945,131340,False,False,False,False,annual,True,11.75,16145.0,4.0,0.7058823529411765,1.0,1.0,3.0,0.0
A-2446e3,EdTech,IN,organic,Pro,27,False,False,Enterprise,27,5373,64476,False,False,False,False,monthly,True,8.857142857142858,15885.0,10.0,0.0,3.0,28.666666666666668,4.0,0.0
A-241e75,EdTech,US,partner,Enterprise,3,False,False,Basic,5,95,1140,False,False,False,False,monthly,True,7.857142857142857,14962.0,3.0,0.6774193548387096,4.0,31.5,4.240638297872341,0.0
A-922109,Cybersecurity,US,ads,Pro,3,False,False,Basic,5,0,0,True,False,False,False,monthly,True,11.2,20826.0,4.0,0.0,3.0,25.333333333333332,3.654184397163121,0.0
A-ff3c73,HealthTech,AU,other,Pro,21,False,False,Basic,21,399,4788,False,False,False,False,annual,True,9.5,18504.0,9.0,0.0,2.0,35.5,3.5,0.0
A-8b0451,FinTech,UK,event,Enterprise,41,False,False,Enterprise,41,8159,97908,False,False,False,False,annual,True,13.666666666666666,11746.0,1.0,0.0,7.0,26.571428571428573,3.706261398176292,0.0
A-331424,DevTools,US,organic,Basic,11,False,False,Pro,11,0,0,True,False,False,False,monthly,False,10.0,3873.0,2.0,0.0,2.0,24.5,3.981276595744681,0.0
A-51ec1b,DevTools,US,ads,Enterprise,7,False,False,Enterprise,17,3383,40596,False,True,False,False,annual,True,10.555555555555555,38126.0,4.0,0.0,3.0,52.333333333333336,4.6604255319148935,1.0
A-bcf664,DevTools,US,other,Pro,5,False,False,Pro,47,2303,27636,False,False,False,False,annual,True,8.5,5182.0,1.0,0.8421052631578947,5.0,36.0,3.9925106382978726,1.0
A-90a8c8,FinTech,AU,organic,Pro,15,False,False,Enterprise,15,2985,35820,False,False,False,False,monthly,False,8.714285714285714,14268.0,1.0,0.0,4.0,45.0,3.25,0.0
A-86cdb4,DevTools,DE,partner,Basic,2,False,False,Basic,17,323,3876,False,False,False,False,monthly,True,7.4,8607.0,1.0,1.1904761904761905,5.0,26.4,4.192510638297873,0.0
A-4bfa33,Cybersecurity,US,event,Basic,8,True,False,Enterprise,8,0,0,True,False,False,False,annual,True,8.333333333333334,6783.0,0.0,0.0,4.0,16.5,3.7453191489361704,0.0
A-dbc825,EdTech,FR,partner,Enterprise,19,False,False,Basic,19,361,4332,False,False,False,False,annual,True,10.222222222222221,25672.0,11.0,1.7821782178217822,6.0,49.5,3.9875177304964544,1.0
A-c70870,Cybersecurity,US,partner,Basic,31,False,False,Pro,94,4606,55272,False,False,False,False,annual,True,9.0,5975.0,3.0,0.5,5.0,35.6,3.9925106382978726,0.0
A-7c4956,DevTools,US,ads,Enterprise,5,False,True,Basic,27,513,6156,False,False,False,False,annual,True,10.5,20353.0,5.0,0.0,3.0,13.666666666666666,3.9875177304964544,0.0
A-0651a4,HealthTech,FR,organic,Pro,16,False,False,Enterprise,65,12935,155220,False,False,False,False,annual,True,12.25,13689.0,5.0,0.0,4.0,29.25,3.9906382978723407,0.0
A-3ce5b8,FinTech,IN,ads,Basic,8,False,True,Enterprise,8,0,0,True,False,False,False,annual,True,11.25,7868.0,7.0,0.0,10.0,42.5,3.7943829787234042,0.0
A-bd4708,FinTech,US,ads,Pro,37,True,False,Enterprise,37,7363,88356,False,False,False,False,monthly,True,11.8,38138.0,1.0,0.0,4.0,24.0,3.7406382978723407,0.0
A-993085,HealthTech,US,ads,Basic,31,True,False,Enterprise,42,8358,100296,False,True,False,True,monthly,False,7.75,4423.0,4.0,0.0,4.0,46.5,3.7406382978723407,0.0
A-92a3af,Cybersecurity,IN,organic,Enterprise,25,False,False,Pro,25,1225,14700,False,False,False,False,monthly,True,8.0,7496.0,4.0,0.8888888888888888,4.0,57.5,3.9906382978723407,1.0
A-151c9a,FinTech,US,ads,Enterprise,23,False,False,Pro,52,2548,30576,False,False,False,False,monthly,False,9.714285714285714,25324.0,4.0,0.0,2.0,31.0,3.5,0.0
A-474ad4,EdTech,US,organic,Basic,8,False,False,Enterprise,24,4776,57312,False,False,False,False,annual,False,9.0,297.0,0.0,0.0,3.0,33.0,4.320851063829788,1.0
A-4ef964,HealthTech,US,organic,Pro,17,False,False,Pro,28,1372,16464,False,False,False,False,monthly,True,7.666666666666667,6699.0,6.0,0.0,3.0,42.666666666666664,3.993758865248227,0.0
A-fd9422,Cybersecurity,US,organic,Pro,58,False,False,Pro,58,2842,34104,False,False,True,False,annual,True,10.818181818181818,35285.0,10.0,1.1846153846153846,6.0,44.333333333333336,3.5,1.0
A-0baac2,FinTech,DE,organic,Enterprise,14,False,True,Enterprise,14,2786,33432,False,False,False,True,monthly,True,9.0,10060.0,1.0,0.0,6.0,43.5,4.157304964539008,0.0
A-bb1486,HealthTech,US,organic,Basic,41,False,False,Pro,67,3283,39396,False,False,False,False,annual,True,8.0,6479.0,0.0,0.0,3.0,11.0,3.654184397163121,0.0
A-560d27,DevTools,US,organic,Pro,23,False,False,Basic,29,0,0,True,False,False,False,annual,True,8.5,10636.0,2.0,0.0,4.0,30.75,3.7453191489361704,0.0
A-0b0d6d,DevTools,US,organic,Pro,3,False,False,Pro,21,1029,12348,False,False,False,False,annual,True,9.2,19396.0,3.0,0.6862745098039216,5.0,31.4,3.988765957446809,1.0
A-2789e3,FinTech,US,partner,Enterprise,11,False,False,Pro,11,0,0,True,False,False,False,monthly,True,11.6,13079.0,0.0,0.0,4.0,47.25,3.9953191489361704,0.0
A-b07346,HealthTech,US,partner,Pro,51,False,True,Enterprise,51,0,0,True,False,False,False,annual,True,9.625,31437.0,7.0,0.0,3.0,42.333333333333336,3.660425531914894,0.0
A-902ef7,HealthTech,US,other,Enterprise,83,False,True,Basic,83,1577,18924,False,False,False,False,annual,True,11.0,5643.0,3.0,0.0,2.0,48.5,3.9906382978723407,0.0
A-20736a,EdTech,IN,organic,Enterprise,50,False,False,Enterprise,50,9950,119400,False,True,False,False,annual,True,11.25,13466.0,2.0,1.1428571428571428,4.0,42.25,3.75,0.0
A-e4bf56,HealthTech,IN,ads,Pro,17,False,True,Enterprise,22,4378,52536,False,False,False,False,monthly,True,12.2,18603.0,0.0,0.0,8.0,29.125,3.7453191489361704,0.0
A-cea1f0,FinTech,US,event,Pro,8,False,True,Enterprise,8,1592,19104,False,False,False,False,annual,False,13.0,12135.0,1.0,0.0,5.0,42.2,4.192510638297873,0.0
A-ef84cf,EdTech,US,partner,Enterprise,8,False,False,Basic,8,152,1824,False,False,False,False,monthly,True,11.5,17554.0,1.0,0.8,5.0,34.8,4.192510638297873,1.0
A-d49cc5,Cybersecurity,FR,event,Basic,50,False,False,Basic,50,950,11400,False,False,False,False,monthly,True,10.571428571428571,23014.0,4.0,0.0,4.0,32.0,4.240638297872341,0.0
A-67be94,EdTech,US,organic,Enterprise,26,False,False,Pro,26,1274,15288,False,True,False,False,monthly,True,9.666666666666666,7568.0,4.0,0.65625,5.0,38.6,3.988765957446809,0.0
A-4e960a,FinTech,US,other,Enterprise,12,True,True,Basic,12,228,2736,False,False,False,False,monthly,True,10.25,7944.0,5.0,0.5333333333333333,6.0,29.166666666666668,3.9906382978723407,0.0
A-c37cab,Cybersecurity,UK,event,Pro,13,False,False,Basic,23,437,5244,False,False,False,False,annual,True,10.4,13888.0,2.0,0.0,4.0,33.0,3.75,1.0
A-533452,DevTools,AU,organic,Pro,9,False,False,Basic,52,988,11856,False,False,False,False,annual,False,11.5,19143.0,3.0,0.0,4.0,32.75,3.9906382978723407,0.0
A-443b7c,Cybersecurity,US,other,Enterprise,1,False,True,Basic,8,152,1824,False,False,False,False,annual,True,7.0,6984.0,1.0,0.875,8.0,29.25,4.2429787234042555,0.0
A-1f7acb,FinTech,UK,ads,Basic,64,True,False,Enterprise,64,12736,152832,False,False,False,False,annual,True,6.5,8609.0,1.0,0.0,7.0,41.714285714285715,4.280364741641337,0.0
A-f51f16,HealthTech,US,partner,Enterprise,1,False,False,Basic,2,38,456,False,False,False,False,annual,True,9.0,13688.0,2.0,0.0,4.0,29.25,3.4906382978723407,0.0
A-5a3eb9,DevTools,CA,other,Enterprise,18,True,False,Pro,18,882,10584,False,False,False,True,annual,True,9.4,14025.0,1.0,0.0,3.0,24.0,3.981276595744681,0.0
A-5f2961,HealthTech,US,partner,Basic,4,False,False,Basic,16,304,3648,False,False,False,False,annual,True,13.0,14245.0,2.0,0.0,1.0,53.0,3.981276595744681,0.0
A-417d2f,Cybersecurity,IN,partner,Pro,4,True,False,Pro,33,1617,19404,False,False,False,False,monthly,True,11.5,4612.0,2.0,0.0,6.0,43.5,4.157304964539008,0.0
A-e98302,EdTech,US,ads,Enterprise,16,True,False,Pro,58,2842,34104,False,False,False,True,annual,True,6.0,1950.0,0.0,0.0,9.0,44.44444444444444,4.106950354609929,0.0
A-8bde0c,DevTools,US,organic,Basic,12,False,False,Enterprise,12,2388,28656,False,False,False,False,monthly,True,7.4,16239.0,6.0,0.0,3.0,25.666666666666668,3.993758865248227,0.0
A-bcf87c,FinTech,US,event,Pro,10,False,True,Enterprise,17,3383,40596,False,False,False,False,monthly,True,7.75,14447.0,0.0,0.0,2.0,63.0,4.0,0.0
A-54ecc2,Cybersecurity,US,partner,Enterprise,4,False,False,Enterprise,28,5572,66864,False,False,False,False,monthly,True,10.2,18984.0,2.0,0.0,5.0,37.4,4.388765957446809,0.0
A-625d0b,EdTech,AU,ads,Basic,9,False,False,Enterprise,9,1791,21492,False,False,False,False,annual,True,8.4,10465.0,1.0,0.0,5.0,48.4,3.785021276595745,0.0
