account_id,churn_score,risk_level,MRR,value_level,quadrant,action_recommandee
A-a865bd,0.89,High,4204.4,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-4e631b,0.29,Low,2218.0,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-7f6b86,0.83,High,2155.777777777778,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-8adedc,0.81,High,2023.428571428572,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-2edab2,0.85,High,1139.0,low,Q2 - Action automatisée,Email automatisé de relance
A-149a69,0.88,High,2686.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-a6d261,0.91,High,2486.285714285714,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-443f6f,0.22,Low,1510.4444444444443,low,Q4 - Aucune action,Aucune action prioritaire
A-202b67,0.85,High,2018.6666666666667,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-00bed1,0.94,High,3350.6,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-ffc04f,0.88,High,1335.9333333333334,low,Q2 - Action automatisée,Email automatisé de relance
A-65c341,0.89,High,3818.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-dcc2f0,0.94,High,1166.2,low,Q2 - Action automatisée,Email automatisé de relance
A-ced9aa,0.31,Low,568.3636363636364,low,Q4 - Aucune action,Aucune action prioritaire
A-3d957b,0.91,High,1975.3333333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-89ee83,0.29,Low,2264.2727272727275,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-883b7d,0.17,Low,2543.6666666666665,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-dcc3f1,0.81,High,1593.375,low,Q2 - Action automatisée,Email automatisé de relance
A-c62e55,0.19,Low,1322.4444444444443,low,Q4 - Aucune action,Aucune action prioritaire
A-e4144b,0.28,Low,3542.4,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-e40f45,0.89,High,1689.2857142857142,low,Q2 - Action automatisée,Email automatisé de relance
A-96215d,0.73,High,1718.6666666666667,low,Q2 - Action automatisée,Email automatisé de relance
A-2b9d3e,0.29,Low,571.3333333333334,low,Q4 - Aucune action,Aucune action prioritaire
A-b7724f,0.72,High,402.75,low,Q2 - Action automatisée,Email automatisé de relance
A-310452,0.95,High,2200.6,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-eb1312,0.61,Medium,1512.25,low,Q4 - Aucune action,Aucune action prioritaire
A-df1e44,0.89,High,1191.5454545454545,low,Q2 - Action automatisée,Email automatisé de relance
A-6a7c9d,0.7,High,2605.6,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-cbd1a3,0.36,Medium,1635.1,low,Q4 - Aucune action,Aucune action prioritaire
A-a8d89d,0.55,Medium,2443.333333333333,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-600734,0.68,High,1394.7692307692307,low,Q2 - Action automatisée,Email automatisé de relance
A-86fc1d,0.84,High,1686.7777777777778,low,Q2 - Action automatisée,Email automatisé de relance
A-78f02b,0.92,High,3770.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-acb7f7,0.94,High,2714.5,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-712f1c,0.89,High,3583.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-3793ee,0.91,High,3815.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-9a532a,0.72,High,2736.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-2ebb4b,0.86,High,3068.8,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-6843f2,0.29,Low,1835.555555555556,low,Q4 - Aucune action,Aucune action prioritaire
A-c9bb3e,0.82,High,1521.7,low,Q2 - Action automatisée,Email automatisé de relance
A-4814a3,0.59,Medium,7923.727272727273,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-b7b7b7,0.16,Low,2379.833333333333,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-ccc747,0.85,High,802.0,low,Q2 - Action automatisée,Email automatisé de relance
A-bb3bd4,0.9,High,1064.571428571429,low,Q2 - Action automatisée,Email automatisé de relance
A-09316c,0.93,High,6363.636363636364,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-96bbc6,0.79,High,3803.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-bc4d48,0.63,Medium,1770.0,low,Q4 - Aucune action,Aucune action prioritaire
A-b30291,0.85,High,537.5,low,Q2 - Action automatisée,Email automatisé de relance
A-cdf020,0.94,High,2259.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e6afc1,0.62,Medium,2052.909090909091,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-e3bd71,0.94,High,3784.545454545456,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-b179bf,0.67,High,3586.2,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-098560,0.89,High,1120.5454545454545,low,Q2 - Action automatisée,Email automatisé de relance
A-82861f,0.66,High,4363.3,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-94c3cd,0.24,Low,1506.0,low,Q4 - Aucune action,Aucune action prioritaire
A-a33200,0.83,High,2409.4166666666665,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-034368,0.91,High,2238.8,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-b54c01,0.91,High,848.25,low,Q2 - Action automatisée,Email automatisé de relance
A-d82ef9,0.95,High,1023.3571428571428,low,Q2 - Action automatisée,Email automatisé de relance
A-bb2f49,0.23,Low,2180.909090909091,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-1f559b,0.9,High,1175.6,low,Q2 - Action automatisée,Email automatisé de relance
A-5a215a,0.23,Low,7164.333333333333,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-3f9cc0,0.87,High,2848.5714285714284,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-f9cc74,0.25,Low,1555.7,low,Q4 - Aucune action,Aucune action prioritaire
A-ed510f,0.86,High,3616.2,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-5c9849,0.89,High,3973.3333333333335,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-a7bd4b,0.88,High,569.8181818181819,low,Q2 - Action automatisée,Email automatisé de relance
A-d4ac0e,0.27,Low,1450.3684210526317,low,Q4 - Aucune action,Aucune action prioritaire
A-ffdfd5,0.89,High,1432.2,low,Q2 - Action automatisée,Email automatisé de relance
A-0dbdc6,0.83,High,3141.4444444444443,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-7cfe77,0.87,High,2553.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-1f0636,0.27,Low,7235.090909090909,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-40de06,0.25,Low,1803.875,low,Q4 - Aucune action,Aucune action prioritaire
A-cb5333,0.85,High,1641.0,low,Q2 - Action automatisée,Email automatisé de relance
A-309e54,0.89,High,2595.3636363636365,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-6e7827,0.86,High,927.1111111111112,low,Q2 - Action automatisée,Email automatisé de relance
A-50bb9f,0.61,Medium,2157.875,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-5fe118,0.91,High,4458.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-5247b3,0.94,High,1071.909090909091,low,Q2 - Action automatisée,Email automatisé de relance
A-f44180,0.83,High,2562.818181818182,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-c16cf7,0.93,High,1227.4,low,Q2 - Action automatisée,Email automatisé de relance
A-d42431,0.85,High,2351.111111111112,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-6965e1,0.91,High,2313.75,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-0354fe,0.87,High,2210.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-0a62f5,0.85,High,1215.25,low,Q2 - Action automatisée,Email automatisé de relance
A-f5641b,0.79,High,3912.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-b44e3e,0.95,High,6217.285714285715,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-3b37d9,0.92,High,2776.428571428572,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-54d94a,0.27,Low,1141.5454545454545,low,Q4 - Aucune action,Aucune action prioritaire
A-7f29a7,0.86,High,1714.5454545454545,low,Q2 - Action automatisée,Email automatisé de relance
A-089363,0.85,High,1507.428571428571,low,Q2 - Action automatisée,Email automatisé de relance
A-524364,0.67,High,1592.0,low,Q2 - Action automatisée,Email automatisé de relance
A-855a48,0.89,High,3797.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-756192,0.25,Low,2140.0,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-49b828,0.25,Low,2222.0,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-c7ffc2,0.93,High,3009.333333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-751c58,0.86,High,1781.5454545454545,low,Q2 - Action automatisée,Email automatisé de relance
A-72799b,0.88,High,1731.5,low,Q2 - Action automatisée,Email automatisé de relance
A-812c5b,0.83,High,2298.769230769231,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-69b156,0.18,Low,1588.111111111111,low,Q4 - Aucune action,Aucune action prioritaire
A-075038,0.87,High,1350.642857142857,low,Q2 - Action automatisée,Email automatisé de relance
A-940b8b,0.28,Low,1205.0,low,Q4 - Aucune action,Aucune action prioritaire
A-2d1036,0.89,High,4973.307692307692,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-0f6450,0.88,High,2163.6363636363635,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-9affe6,0.94,High,966.9090909090908,low,Q2 - Action automatisée,Email automatisé de relance
A-80eeb6,0.88,High,4243.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-d4e0d4,0.61,Medium,10721.5,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-c7e58b,0.34,Low,769.1428571428571,low,Q4 - Aucune action,Aucune action prioritaire
A-016043,0.7,High,1501.4545454545455,low,Q2 - Action automatisée,Email automatisé de relance
A-bbe56f,0.16,Low,1205.0,low,Q4 - Aucune action,Aucune action prioritaire
A-7c5768,0.3,Low,376.55555555555554,low,Q4 - Aucune action,Aucune action prioritaire
A-751bd4,0.86,High,95.0,low,Q2 - Action automatisée,Email automatisé de relance
A-4e0e85,0.89,High,568.0,low,Q2 - Action automatisée,Email automatisé de relance
A-ad3abd,0.72,High,2413.714285714286,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e19ff6,0.82,High,409.1666666666667,low,Q2 - Action automatisée,Email automatisé de relance
A-7920cc,0.33,Low,3255.5625,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-5a92e7,0.89,High,666.8947368421053,low,Q2 - Action automatisée,Email automatisé de relance
A-fdfc91,0.27,Low,2061.2,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-1e50e0,0.67,High,2659.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-1e1b80,0.92,High,4053.9166666666665,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-659280,0.93,High,1787.5,low,Q2 - Action automatisée,Email automatisé de relance
A-f6b2fb,0.96,High,2335.9,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-cb6cc6,0.24,Low,374.57142857142856,low,Q4 - Aucune action,Aucune action prioritaire
A-d62e02,0.26,Low,2132.4,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-d535f6,0.84,High,823.8888888888889,low,Q2 - Action automatisée,Email automatisé de relance
A-39868b,0.78,High,838.8,low,Q2 - Action automatisée,Email automatisé de relance
A-3cc791,0.86,High,1065.25,low,Q2 - Action automatisée,Email automatisé de relance
A-337bc1,0.68,High,2768.428571428572,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-58b9ff,0.84,High,1741.6923076923076,low,Q2 - Action automatisée,Email automatisé de relance
A-bf7919,0.92,High,260.0,low,Q2 - Action automatisée,Email automatisé de relance
A-1d5444,0.88,High,2211.285714285714,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-0f3e88,0.66,High,511.27272727272725,low,Q2 - Action automatisée,Email automatisé de relance
A-7641d3,0.94,High,1096.3636363636365,low,Q2 - Action automatisée,Email automatisé de relance
A-cd458b,0.88,High,2886.0666666666666,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-c16b88,0.83,High,2259.777777777778,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-59f724,0.76,High,814.4166666666666,low,Q2 - Action automatisée,Email automatisé de relance
A-87aa7b,0.85,High,1430.0625,low,Q2 - Action automatisée,Email automatisé de relance
A-1e6fc3,0.88,High,111.0,low,Q2 - Action automatisée,Email automatisé de relance
A-39ddf4,0.91,High,3981.777777777778,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-34ea2f,0.77,High,1215.25,low,Q2 - Action automatisée,Email automatisé de relance
A-716841,0.84,High,3279.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-558c72,0.63,Medium,1310.142857142857,low,Q4 - Aucune action,Aucune action prioritaire
A-b11cd0,0.62,Medium,801.0,low,Q4 - Aucune action,Aucune action prioritaire
A-cc1d8d,0.92,High,688.2307692307693,low,Q2 - Action automatisée,Email automatisé de relance
A-7f4db3,0.91,High,1751.7333333333331,low,Q2 - Action automatisée,Email automatisé de relance
A-db5e9e,0.9,High,1156.375,low,Q2 - Action automatisée,Email automatisé de relance
A-cc102e,0.84,High,1006.3,low,Q2 - Action automatisée,Email automatisé de relance
A-82d8a6,0.67,High,1645.0588235294117,low,Q2 - Action automatisée,Email automatisé de relance
A-dec005,0.94,High,3074.4,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-5790f4,0.86,High,3154.333333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-7c83a1,0.91,High,1394.25,low,Q2 - Action automatisée,Email automatisé de relance
A-297a2d,0.28,Low,2874.6,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-4c56c9,0.91,High,2343.923076923077,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-cbbe12,0.24,Low,2180.1666666666665,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-4a267b,0.9,High,2968.7,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-bcbe98,0.93,High,1969.636363636364,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-427b69,0.24,Low,1995.8,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-0be015,0.87,High,235.6,low,Q2 - Action automatisée,Email automatisé de relance
A-054577,0.33,Low,2787.5625,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-bc87bc,0.21,Low,1504.0,low,Q4 - Aucune action,Aucune action prioritaire
A-0f7d77,0.92,High,387.6666666666667,low,Q2 - Action automatisée,Email automatisé de relance
A-e7beab,0.83,High,1618.857142857143,low,Q2 - Action automatisée,Email automatisé de relance
A-a09355,0.86,High,2133.75,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-31ab9a,0.79,High,2257.428571428572,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-0158bb,0.29,Low,678.3333333333334,low,Q4 - Aucune action,Aucune action prioritaire
A-f19b24,0.31,Low,841.0,low,Q4 - Aucune action,Aucune action prioritaire
A-798a3f,0.83,High,1572.4444444444443,low,Q2 - Action automatisée,Email automatisé de relance
A-42b791,0.71,High,2722.8571428571427,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-068fc6,0.28,Low,2908.5,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-6f50ae,0.8,High,1900.571428571429,low,Q2 - Action automatisée,Email automatisé de relance
A-a2485e,0.31,Low,1462.5,low,Q4 - Aucune action,Aucune action prioritaire
A-bb1eaa,0.89,High,2076.2,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-cc98bc,0.3,Low,2156.7,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-d77f4c,0.9,High,3366.714285714286,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-ccabf0,0.92,High,2237.9,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-700ade,0.56,Medium,2109.375,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-4a4c2d,0.26,Low,2612.769230769231,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-b7ef83,0.87,High,2391.2,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e08cd3,0.61,Medium,6456.363636363636,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-19b2c8,0.89,High,2054.076923076923,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-970c97,0.26,Low,1922.625,low,Q4 - Aucune action,Aucune action prioritaire
A-6dee43,0.9,High,2070.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-5ed98d,0.56,Medium,1934.75,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-c58f49,0.87,High,10140.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-9c18c4,0.3,Low,1782.3,low,Q4 - Aucune action,Aucune action prioritaire
A-cc8c8f,0.67,High,2228.5714285714284,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-5f7781,0.8,High,2050.4,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e1b9cd,0.86,High,2469.4666666666667,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-ac85cd,0.83,High,3438.9166666666665,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-d792a6,0.88,High,1536.6,low,Q2 - Action automatisée,Email automatisé de relance
A-ac9111,0.92,High,1664.125,low,Q2 - Action automatisée,Email automatisé de relance
A-18793f,0.81,High,6022.727272727273,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-9f0b68,0.72,High,2376.5,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-d3c88e,0.9,High,2014.076923076923,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-ccb686,0.65,High,1795.0833333333333,low,Q2 - Action automatisée,Email automatisé de relance
A-118f1c,0.77,High,5475.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-0e966d,0.31,Low,1131.3636363636365,low,Q4 - Aucune action,Aucune action prioritaire
A-b9f5b1,0.83,High,1010.2857142857144,low,Q2 - Action automatisée,Email automatisé de relance
A-8ae3fc,0.75,High,555.875,low,Q2 - Action automatisée,Email automatisé de relance
A-55f257,0.82,High,1213.7,low,Q2 - Action automatisée,Email automatisé de relance
A-d26ab4,0.91,High,1845.888888888889,low,Q2 - Action automatisée,Email automatisé de relance
A-712533,0.82,High,1615.1666666666667,low,Q2 - Action automatisée,Email automatisé de relance
A-781cc0,0.92,High,1144.6875,low,Q2 - Action automatisée,Email automatisé de relance
